alpha,beta,sigma
76.10910730763973,7.802824613281189,4.865729825085179
76.2077907056587,7.8119198500289535,4.8672679161296495
76.2077907056587,7.8119198500289535,4.8672679161296495
76.23867100993922,7.800060931283137,4.867606061971644
76.24721706370292,7.799116318689375,4.866356194793395
76.62795640221518,7.769665950217352,4.863621498542741
76.62937322862277,7.761477046089291,4.861960880841444
76.62937322862277,7.761477046089291,4.861960880841444
76.62937322862277,7.761477046089291,4.861960880841444
76.62937322862277,7.761477046089291,4.861960880841444
76.62937322862277,7.761477046089291,4.861960880841444
76.92519197752729,7.736543128469483,4.86992992728778
76.92519197752729,7.736543128469483,4.86992992728778
76.92519197752729,7.736543128469483,4.86992992728778
77.03749071746567,7.747645792495282,4.871737156134604
77.03749071746567,7.747645792495282,4.871737156134604
76.95378102374166,7.725555114202356,4.873194064070098
76.91007216806082,7.744726649856199,4.87034336679319
76.79962816241851,7.752499077227315,4.868627172676914
76.77162948566837,7.746650915973693,4.868282166416874
76.74841210358527,7.751442052698106,4.862433198046962
76.74841210358527,7.751442052698106,4.862433198046962
76.74841210358527,7.751442052698106,4.862433198046962
76.74841210358527,7.751442052698106,4.862433198046962
76.66514890329394,7.778530599810872,4.872073988902928
76.50455432255832,7.7793658905579,4.873953083836294
76.50455432255832,7.7793658905579,4.873953083836294
76.50455432255832,7.7793658905579,4.873953083836294
76.55236169531112,7.777430315378654,4.875713667481695
76.55236169531112,7.777430315378654,4.875713667481695
76.42042461828879,7.776812484991872,4.881073769887445
76.42042461828879,7.776812484991872,4.881073769887445
76.46150089554197,7.787284222057467,4.883352439619132
76.38186850695105,7.792035175032719,4.880631740920897
76.38186850695105,7.792035175032719,4.880631740920897
76.35166036903108,7.779319746755414,4.878021906859821
76.35166036903108,7.779319746755414,4.878021906859821
76.50682950704672,7.766823712293621,4.87400362796301
76.58509196707605,7.777233911615586,4.87673466978558
76.65737862888484,7.760495755732558,4.872624067726522
76.65737862888484,7.760495755732558,4.872624067726522
76.65737862888484,7.760495755732558,4.872624067726522
76.65737862888484,7.760495755732558,4.872624067726522
76.65737862888484,7.760495755732558,4.872624067726522
76.65737862888484,7.760495755732558,4.872624067726522
76.65351319375307,7.762458042082958,4.871519883713542
76.65351319375307,7.762458042082958,4.871519883713542
76.65351319375307,7.762458042082958,4.871519883713542
76.65351319375307,7.762458042082958,4.871519883713542
76.65351319375307,7.762458042082958,4.871519883713542
76.76540366276208,7.75049869381409,4.869045846712369
76.58500618640822,7.780647441884403,4.867924726702173
76.58500618640822,7.780647441884403,4.867924726702173
76.56653556869189,7.771453917549984,4.866910406778084
76.56653556869189,7.771453917549984,4.866910406778084
76.56653556869189,7.771453917549984,4.866910406778084
77.01557810764292,7.740205396742623,4.861645376753684
77.01557810764292,7.740205396742623,4.861645376753684
77.01557810764292,7.740205396742623,4.861645376753684
76.95995065606098,7.728103391085636,4.8565607930048955
76.96390943467983,7.74130459500434,4.858655468490071
76.96390943467983,7.74130459500434,4.858655468490071
76.96390943467983,7.74130459500434,4.858655468490071
77.046932693681,7.7339547529982235,4.849126831683755
77.046932693681,7.7339547529982235,4.849126831683755
77.046932693681,7.7339547529982235,4.849126831683755
77.2732885579938,7.709503896751495,4.843528780528149
77.2732885579938,7.709503896751495,4.843528780528149
77.2732885579938,7.709503896751495,4.843528780528149
77.33735477629308,7.706127926765333,4.830673351374356
77.43143809925661,7.696347556315907,4.828903939840458
77.43143809925661,7.696347556315907,4.828903939840458
77.43143809925661,7.696347556315907,4.828903939840458
77.38547666713623,7.70117190879616,4.826029115362842
77.38547666713623,7.70117190879616,4.826029115362842
77.38547666713623,7.70117190879616,4.826029115362842
77.38547666713623,7.70117190879616,4.826029115362842
77.38547666713623,7.70117190879616,4.826029115362842
77.45053812702227,7.691979281712601,4.822305675718269
77.45053812702227,7.691979281712601,4.822305675718269
77.58562324063814,7.677758183038421,4.822003592661525
77.67353155727689,7.6819311729522095,4.820720230435374
77.68200452617494,7.674010103457046,4.819603601277298
77.68365855063541,7.670134997029747,4.820126736830974
77.53390429447306,7.68713801210357,4.81668570380758
77.53390429447306,7.68713801210357,4.81668570380758
77.53390429447306,7.68713801210357,4.81668570380758
77.53390429447306,7.68713801210357,4.81668570380758
77.53390429447306,7.68713801210357,4.81668570380758
77.35160425623928,7.710249258327127,4.821739674653551
77.35160425623928,7.710249258327127,4.821739674653551
77.35160425623928,7.710249258327127,4.821739674653551
77.5315126829236,7.695426117590771,4.829392846651416
77.61964213044318,7.682978368723661,4.822547094722227
77.61314469892216,7.688816718746385,4.8245980683440415
77.44271829690732,7.685963164555031,4.828379039995985
77.68246894146834,7.681529266612852,4.820966021102155
77.49564171089854,7.69656601178556,4.8253926956747835
77.427822187842,7.700914139439195,4.828659868204551
77.44028212967758,7.682083101555687,4.8239825916870975
77.44028212967758,7.682083101555687,4.8239825916870975
77.44028212967758,7.682083101555687,4.8239825916870975
77.44028212967758,7.682083101555687,4.8239825916870975
77.39640827690894,7.6950007645397935,4.8276644220418685
77.3739885069655,7.687857278441676,4.830678777472951
77.3739885069655,7.687857278441676,4.830678777472951
77.72942998151198,7.676578650240922,4.83237026733233
77.70565392816292,7.668294560268449,4.832555940407094
77.797219942216,7.66055244930632,4.83358945004899
78.15993827137,7.627621168524293,4.831870167001652
78.1858438683598,7.6244822294794155,4.841465487314501
78.1858438683598,7.6244822294794155,4.841465487314501
78.46264516301501,7.611898258869122,4.828412797718584
78.46264516301501,7.611898258869122,4.828412797718584
78.36120670371754,7.617108192732819,4.83057305961323
78.36120670371754,7.617108192732819,4.83057305961323
78.32503442009774,7.622127208870963,4.827226833592174
78.32503442009774,7.622127208870963,4.827226833592174
78.32503442009774,7.622127208870963,4.827226833592174
78.32503442009774,7.622127208870963,4.827226833592174
78.32503442009774,7.622127208870963,4.827226833592174
78.41380453960112,7.606286808200888,4.8257448189061405
78.41380453960112,7.606286808200888,4.8257448189061405
78.41380453960112,7.606286808200888,4.8257448189061405
78.41380453960112,7.606286808200888,4.8257448189061405
78.41953884937183,7.607488449110609,4.822988257047559
78.41953884937183,7.607488449110609,4.822988257047559
78.31534386660229,7.626006179819468,4.823162141387118
78.31534386660229,7.626006179819468,4.823162141387118
78.31534386660229,7.626006179819468,4.823162141387118
78.31534386660229,7.626006179819468,4.823162141387118
78.31534386660229,7.626006179819468,4.823162141387118
78.31534386660229,7.626006179819468,4.823162141387118
78.31534386660229,7.626006179819468,4.823162141387118
78.31534386660229,7.626006179819468,4.823162141387118
78.3334647356147,7.6237788180139825,4.817532487057321
78.3334647356147,7.6237788180139825,4.817532487057321
78.3334647356147,7.6237788180139825,4.817532487057321
78.13830396683554,7.628817057692283,4.828474048059948
78.13830396683554,7.628817057692283,4.828474048059948
78.13830396683554,7.628817057692283,4.828474048059948
78.13830396683554,7.628817057692283,4.828474048059948
78.18291921979544,7.6255178536534896,4.833686411505354
78.31276218995555,7.618699039595099,4.834695153817684
78.31276218995555,7.618699039595099,4.834695153817684
78.27842019715368,7.633161045015775,4.8340066269799475
78.27842019715368,7.633161045015775,4.8340066269799475
78.27842019715368,7.633161045015775,4.8340066269799475
77.8166278010089,7.668438796135905,4.8379499807795465
77.60782198123076,7.66731490285427,4.841925153965262
77.87402380867795,7.658716064300103,4.8453065891269045
77.87402380867795,7.658716064300103,4.8453065891269045
77.87402380867795,7.658716064300103,4.8453065891269045
77.87402380867795,7.658716064300103,4.8453065891269045
77.84959704411325,7.651858041150529,4.843534960537238
77.87231024497096,7.648592587267923,4.846926856836101
77.85965049376192,7.654493740931296,4.84929230887999
77.85965049376192,7.654493740931296,4.84929230887999
77.99461873145594,7.652612499481416,4.8526452318035584
77.93822659921031,7.653461720810094,4.850802709930227
78.0379020867559,7.651947294717937,4.853101273002699
77.98308979968144,7.649553526256325,4.843462322085408
77.98308979968144,7.649553526256325,4.843462322085408
77.98308979968144,7.649553526256325,4.843462322085408
78.14295706363679,7.642607112459567,4.850351021306442
78.05579353076152,7.638370159957446,4.8536605057061655
78.05579353076152,7.638370159957446,4.8536605057061655
78.06459515092418,7.639838940999567,4.8547402414382175
78.00186648860007,7.644818588571388,4.848786937641403
77.91215469559374,7.643861082008411,4.851060123474651
77.91215469559374,7.643861082008411,4.851060123474651
78.16164927723139,7.642485934036124,4.855054631552814
78.12843924720381,7.640175243385042,4.854814715136337
78.12843924720381,7.640175243385042,4.854814715136337
78.18742989773497,7.634549977919708,4.859236279411692
78.18742989773497,7.634549977919708,4.859236279411692
78.2188976427874,7.628106828102639,4.857358470931753
78.3551921740299,7.610711419203474,4.861957354230179
78.3551921740299,7.610711419203474,4.861957354230179
78.27633136811404,7.622307440496306,4.864482861612651
78.28755278919228,7.625155583975611,4.865497761093568
78.28755278919228,7.625155583975611,4.865497761093568
78.28755278919228,7.625155583975611,4.865497761093568
78.28755278919228,7.625155583975611,4.865497761093568
78.21136900353154,7.63121880089217,4.865490585088823
78.21136900353154,7.63121880089217,4.865490585088823
78.14003713898195,7.632915608632306,4.862928286786832
78.11156714309215,7.6406995807817815,4.863896598772052
78.06583740971132,7.640068386788172,4.870550926907781
78.0897403470474,7.636030640847575,4.868914174250779
78.08483793886239,7.6337964356836325,4.872259487479533
78.08483793886239,7.6337964356836325,4.872259487479533
78.16788796389305,7.626184157054253,4.880684845346379
77.94869235615947,7.635850010275064,4.880731327222041
77.94869235615947,7.635850010275064,4.880731327222041
78.10979097234225,7.626958569595724,4.874105666753045
78.19417109057065,7.639626292105196,4.886478399792214
78.19417109057065,7.639626292105196,4.886478399792214
78.19417109057065,7.639626292105196,4.886478399792214
78.19417109057065,7.639626292105196,4.886478399792214
78.18994260213263,7.635240167771988,4.889967837156075
78.18994260213263,7.635240167771988,4.889967837156075
78.18994260213263,7.635240167771988,4.889967837156075
78.18994260213263,7.635240167771988,4.889967837156075
78.18994260213263,7.635240167771988,4.889967837156075
78.18994260213263,7.635240167771988,4.889967837156075
78.18994260213263,7.635240167771988,4.889967837156075
78.18994260213263,7.635240167771988,4.889967837156075
78.41543874148503,7.613858256549803,4.89299145086913
78.41543874148503,7.613858256549803,4.89299145086913
78.65547872962968,7.598887001206028,4.902187175356364
78.55620724074278,7.59406045388861,4.904395519628331
78.55620724074278,7.59406045388861,4.904395519628331
78.49675466205638,7.612474257030226,4.906124421438179
78.65869658153476,7.585215278664845,4.906745380723645
78.83313941830507,7.578846639845386,4.914256656481659
78.83313941830507,7.578846639845386,4.914256656481659
78.83313941830507,7.578846639845386,4.914256656481659
78.83313941830507,7.578846639845386,4.914256656481659
78.83313941830507,7.578846639845386,4.914256656481659
78.82444866744015,7.5832099489017,4.903323606886755
78.82444866744015,7.5832099489017,4.903323606886755
78.54321474389917,7.593269564796593,4.905645952433368
78.47083353067754,7.614092170124338,4.9202481223155266
78.47083353067754,7.614092170124338,4.9202481223155266
78.37526235173902,7.607106484813393,4.921982899134169
78.10427260836303,7.6252705666809995,4.915095300874978
78.10427260836303,7.6252705666809995,4.915095300874978
78.19362279888134,7.61980152879051,4.915051854864958
78.34481031986586,7.619383525139193,4.91180789740733
78.34481031986586,7.619383525139193,4.91180789740733
78.34481031986586,7.619383525139193,4.91180789740733
78.34481031986586,7.619383525139193,4.91180789740733
78.34481031986586,7.619383525139193,4.91180789740733
78.34481031986586,7.619383525139193,4.91180789740733
78.37753153001475,7.615175681272101,4.911932200961108
78.37753153001475,7.615175681272101,4.911932200961108
78.37753153001475,7.615175681272101,4.911932200961108
78.37753153001475,7.615175681272101,4.911932200961108
78.37753153001475,7.615175681272101,4.911932200961108
78.45139146023858,7.610459264665506,4.907559143691343
78.73768196837625,7.595381694080562,4.898864021299886
78.76868030975237,7.579881073813794,4.900253243112732
78.76868030975237,7.579881073813794,4.900253243112732
78.76868030975237,7.579881073813794,4.900253243112732
78.70611562363092,7.581250156770713,4.898593371811264
78.82677415385523,7.582735188426682,4.900476000080231
78.82677415385523,7.582735188426682,4.900476000080231
78.64366198902071,7.589524663092457,4.901057491219641
78.54703925846209,7.587459347040049,4.902266128914896
78.54703925846209,7.587459347040049,4.902266128914896
78.54703925846209,7.587459347040049,4.902266128914896
78.6383052236298,7.593087247820915,4.902921786191183
78.51582064522924,7.609011204193554,4.901693469210564
78.58554543707264,7.60028015500648,4.8984642141656805
78.58554543707264,7.60028015500648,4.8984642141656805
78.48842053866723,7.600600971513103,4.89998138506903
78.38211320033274,7.611301713250778,4.8995723468138745
78.38211320033274,7.611301713250778,4.8995723468138745
78.38211320033274,7.611301713250778,4.8995723468138745
78.38211320033274,7.611301713250778,4.8995723468138745
78.53400370845704,7.596298752735842,4.9039481803306515
78.53400370845704,7.596298752735842,4.9039481803306515
78.53400370845704,7.596298752735842,4.9039481803306515
78.70394732851365,7.586188683732532,4.904864626944266
78.70394732851365,7.586188683732532,4.904864626944266
78.78130513252506,7.577399931519372,4.905071806561988
78.78130513252506,7.577399931519372,4.905071806561988
78.78130513252506,7.577399931519372,4.905071806561988
78.78130513252506,7.577399931519372,4.905071806561988
78.78130513252506,7.577399931519372,4.905071806561988
78.78130513252506,7.577399931519372,4.905071806561988
78.78130513252506,7.577399931519372,4.905071806561988
78.90636300186293,7.558597433447039,4.909146043840575
78.90636300186293,7.558597433447039,4.909146043840575
78.90636300186293,7.558597433447039,4.909146043840575
78.90202846319424,7.565525154601953,4.909056513856074
78.90202846319424,7.565525154601953,4.909056513856074
78.90202846319424,7.565525154601953,4.909056513856074
79.07358268919164,7.558761727084963,4.906512025432834
79.07358268919164,7.558761727084963,4.906512025432834
79.07358268919164,7.558761727084963,4.906512025432834
79.07358268919164,7.558761727084963,4.906512025432834
78.81224719104938,7.571222623244706,4.912215989531719
78.72465057659792,7.587244687044108,4.910915855495314
78.65957520811678,7.584232647125232,4.905906698719448
78.53333363863504,7.593769798287586,4.904782904039942
78.54710245396113,7.6046080757948795,4.902218979613366
78.53040549068315,7.607178796441404,4.906320117864946
78.53040549068315,7.607178796441404,4.906320117864946
78.53040549068315,7.607178796441404,4.906320117864946
78.46310599059062,7.5964305691560225,4.905888012195997
78.63547541383348,7.605767494967871,4.9085411978207
78.51255790084394,7.596931673179988,4.906741680979063
78.51255790084394,7.596931673179988,4.906741680979063
78.55534826097406,7.596660973561,4.906017791325308
78.49487349228457,7.600202144032632,4.907722716359563
78.49487349228457,7.600202144032632,4.907722716359563
78.59123288487264,7.607102592406707,4.909937155181552
78.62576395963099,7.593863552804302,4.909756036741124
78.60276820207086,7.5893013557411075,4.9093387207345245
78.60276820207086,7.5893013557411075,4.9093387207345245
78.8350615728354,7.572137611800913,4.9110819836897806
78.8350615728354,7.572137611800913,4.9110819836897806
78.78846507986987,7.582943858977321,4.910401468655877
78.76511268324722,7.585550074302435,4.910689047327427
78.80633616141499,7.5917052635932185,4.907743549481
78.80633616141499,7.5917052635932185,4.907743549481
78.60501461995251,7.587590889478191,4.911610782685916
78.60501461995251,7.587590889478191,4.911610782685916
78.60501461995251,7.587590889478191,4.911610782685916
78.60501461995251,7.587590889478191,4.911610782685916
78.60230944698802,7.6008445177791275,4.908696870980137
78.50522797223692,7.606340591344707,4.914274749473082
78.50424853500796,7.596538576932067,4.908329134240332
78.50424853500796,7.596538576932067,4.908329134240332
78.50424853500796,7.596538576932067,4.908329134240332
78.44488060670788,7.601031103103565,4.901684939362655
78.4222421152142,7.621327350625343,4.902014937078591
78.4222421152142,7.621327350625343,4.902014937078591
78.4222421152142,7.621327350625343,4.902014937078591
78.23223615188877,7.612261001437165,4.905249730083174
78.38701729435202,7.630898294887887,4.903628329950339
78.38701729435202,7.630898294887887,4.903628329950339
78.38701729435202,7.630898294887887,4.903628329950339
78.38701729435202,7.630898294887887,4.903628329950339
78.48763200648116,7.620707490870544,4.888477100413865
78.48763200648116,7.620707490870544,4.888477100413865
78.40438183241474,7.594746901186154,4.891338257133468
78.40438183241474,7.594746901186154,4.891338257133468
78.40438183241474,7.594746901186154,4.891338257133468
78.40438183241474,7.594746901186154,4.891338257133468
78.4047336712766,7.617240052279683,4.891692565079307
78.45652285327131,7.602541541054288,4.902021570638709
78.45652285327131,7.602541541054288,4.902021570638709
78.45652285327131,7.602541541054288,4.902021570638709
78.25748625770527,7.616918289336055,4.904879753109283
78.25235373520654,7.627027500059407,4.90474300483621
78.25235373520654,7.627027500059407,4.90474300483621
78.32257597404212,7.626359152457952,4.901801728276613
78.32257597404212,7.626359152457952,4.901801728276613
78.31719078813062,7.614251252894955,4.89731546341189
78.31122131994577,7.616521353011442,4.897220339559097
78.31122131994577,7.616521353011442,4.897220339559097
78.47520764215318,7.604396534347625,4.887029731607406
78.372530570595,7.607435186224748,4.885749127215583
78.372530570595,7.607435186224748,4.885749127215583
78.372530570595,7.607435186224748,4.885749127215583
79.43283929613409,7.531006808124547,4.878719172169455
79.28472562323496,7.543451351195799,4.8820599769326085
79.0473651058899,7.545787204522768,4.884871642442549
79.16127761555276,7.545189590401064,4.885611999229653
79.16127761555276,7.545189590401064,4.885611999229653
79.16127761555276,7.545189590401064,4.885611999229653
79.16127761555276,7.545189590401064,4.885611999229653
79.16050700586423,7.54530785679226,4.880686090032871
79.07045696455333,7.55963262354071,4.879062038517537
79.02687145909344,7.562341442445078,4.878180417443097
79.02687145909344,7.562341442445078,4.878180417443097
79.02687145909344,7.562341442445078,4.878180417443097
79.02687145909344,7.562341442445078,4.878180417443097
79.02687145909344,7.562341442445078,4.878180417443097
79.12187716172974,7.550337859116489,4.881867030484384
79.12187716172974,7.550337859116489,4.881867030484384
79.09588293150263,7.54500819821962,4.879003777507756
79.67686424107606,7.495549845841657,4.85453146596697
79.67686424107606,7.495549845841657,4.85453146596697
79.60902896696341,7.515785264850363,4.854941514236344
79.58845899366766,7.501291857356064,4.851443208039344
79.58845899366766,7.501291857356064,4.851443208039344
79.58845899366766,7.501291857356064,4.851443208039344
79.58845899366766,7.501291857356064,4.851443208039344
79.77591249332735,7.488451944996499,4.858923933448427
79.89160465554349,7.482074061702601,4.853655522942215
79.75656574784337,7.493815354805813,4.849923742690627
79.75656574784337,7.493815354805813,4.849923742690627
79.73488435125513,7.496328025460839,4.849038954982966
79.73488435125513,7.496328025460839,4.849038954982966
79.73488435125513,7.496328025460839,4.849038954982966
79.73488435125513,7.496328025460839,4.849038954982966
79.61923645955747,7.502017027395827,4.846294525080989
79.64870444678986,7.510174916297975,4.842824708853888
79.74184310210848,7.500011297690543,4.844220573175898
79.74184310210848,7.500011297690543,4.844220573175898
79.68539637264853,7.506079990665892,4.848209831210586
79.41699831328397,7.534405319683446,4.819301220320382
79.41699831328397,7.534405319683446,4.819301220320382
79.41699831328397,7.534405319683446,4.819301220320382
79.41246546959464,7.525761156168297,4.817617247296463
79.41246546959464,7.525761156168297,4.817617247296463
79.79163729347415,7.502733155034554,4.824968530829799
79.63869590807319,7.491346420650235,4.827324473856452
79.63869590807319,7.491346420650235,4.827324473856452
79.63869590807319,7.491346420650235,4.827324473856452
79.63869590807319,7.491346420650235,4.827324473856452
79.63869590807319,7.491346420650235,4.827324473856452
79.63869590807319,7.491346420650235,4.827324473856452
79.75439678902475,7.49517886494155,4.827446215321554
79.75439678902475,7.49517886494155,4.827446215321554
79.80944897976892,7.487782570210145,4.827777578246663
79.92573897277386,7.4871463060077525,4.832067114383146
79.96325852197269,7.4816334498979185,4.840242665966107
79.7330170511651,7.499884230839954,4.8392470727125785
79.58791171396715,7.506291488743802,4.838424683716566
79.58791171396715,7.506291488743802,4.838424683716566
79.58791171396715,7.506291488743802,4.838424683716566
79.58791171396715,7.506291488743802,4.838424683716566
79.58791171396715,7.506291488743802,4.838424683716566
79.53329516083592,7.519938053095989,4.832249395722078
79.53671043197092,7.5138378539781145,4.826420776647695
79.54567005145192,7.511583274442815,4.826852127216819
79.63379992617955,7.513744639020679,4.821353353077231
79.96366358700946,7.468943325484833,4.822611813657745
80.14578542755585,7.470250923071841,4.82471085018433
80.14578542755585,7.470250923071841,4.82471085018433
80.09489095019444,7.476139605812841,4.832499412680921
80.09489095019444,7.476139605812841,4.832499412680921
80.09489095019444,7.476139605812841,4.832499412680921
80.13380016472499,7.463394842181682,4.83413153603797
80.20679383207606,7.463155220112354,4.834280677237586
80.20679383207606,7.463155220112354,4.834280677237586
80.20778775411908,7.447695150961335,4.830462112440837
80.20778775411908,7.447695150961335,4.830462112440837
80.20438317310284,7.471475784303957,4.8303697345087535
80.20438317310284,7.471475784303957,4.8303697345087535
80.11741840847839,7.474650554562403,4.830013079301815
80.08830443154078,7.4793050766009985,4.82338919220279
80.08830443154078,7.4793050766009985,4.82338919220279
80.25153550840696,7.439905203640337,4.825300796093908
80.36724558608782,7.461476988077444,4.8255985583245105
80.36724558608782,7.461476988077444,4.8255985583245105
80.36724558608782,7.461476988077444,4.8255985583245105
80.36724558608782,7.461476988077444,4.8255985583245105
80.36724558608782,7.461476988077444,4.8255985583245105
80.36724558608782,7.461476988077444,4.8255985583245105
80.36724558608782,7.461476988077444,4.8255985583245105
80.01900938470612,7.457614667494698,4.831593969480566
79.80028844123389,7.478553026420386,4.835124719534384
79.80028844123389,7.478553026420386,4.835124719534384
79.89667903692035,7.497438520719899,4.835104092887496
79.89667903692035,7.497438520719899,4.835104092887496
79.89667903692035,7.497438520719899,4.835104092887496
79.89667903692035,7.497438520719899,4.835104092887496
79.97938220953179,7.482039033680204,4.837846763889645
80.0053662246086,7.466130417720918,4.838114379478448
79.56291697872044,7.505034611560937,4.842812644810525
79.56291697872044,7.505034611560937,4.842812644810525
79.63434921684926,7.514294508193758,4.848646105836799
79.4811779389625,7.508729573329931,4.850628892225498
79.64634930322964,7.499174523713379,4.847451335321022
79.64634930322964,7.499174523713379,4.847451335321022
79.62759504802942,7.503036327423625,4.847974363208571
79.62759504802942,7.503036327423625,4.847974363208571
79.62759504802942,7.503036327423625,4.847974363208571
79.62759504802942,7.503036327423625,4.847974363208571
79.62759504802942,7.503036327423625,4.847974363208571
79.62759504802942,7.503036327423625,4.847974363208571
79.62759504802942,7.503036327423625,4.847974363208571
79.61701188058362,7.506539204535069,4.844066972532483
79.61701188058362,7.506539204535069,4.844066972532483
79.8305228666774,7.497125036116201,4.839425573970487
79.56833196311192,7.510366164270007,4.844895066008459
79.56833196311192,7.510366164270007,4.844895066008459
79.56833196311192,7.510366164270007,4.844895066008459
79.5817097781707,7.50199597536643,4.844753387974873
79.88873924320048,7.478164947129215,4.856922881879692
80.02596843755597,7.47650817482022,4.859889698985203
80.02596843755597,7.47650817482022,4.859889698985203
79.9568822909003,7.470505685250597,4.8568858156667245
80.23613388440003,7.473777418469828,4.858662602509091
80.23613388440003,7.473777418469828,4.858662602509091
